날짜,종가,시가,고가,저가,거래량
2023-07-28,24550,24450,24850,24100,927263
2023-07-27,24700,24350,24900,24200,1577764
2023-07-26,24150,24600,24750,23750,2439472
2023-07-25,24750,25550,25900,24600,2148177
2023-07-24,25600,25800,25850,25200,1299670
2023-07-21,25950,26250,26250,25700,875926
2023-07-20,26250,25450,26400,25450,2186028
2023-07-19,25450,25900,26000,25300,1663813
2023-07-18,25750,25850,26150,25700,1237448
2023-07-17,25750,26100,26100,25600,1403437
2023-07-14,26100,25700,26200,25650,2083307
2023-07-13,25550,26000,26000,25450,1812116
2023-07-12,25850,25650,25950,25400,1415615
2023-07-11,25550,25450,25700,25350,1068637
2023-07-10,25250,25050,25550,24950,1028010
2023-07-07,25050,25350,25450,24850,1151081
2023-07-06,25500,25700,25800,25350,1775632
2023-07-05,25700,24950,25800,24900,3545770
2023-07-04,24900,24450,25000,24350,1711991
2023-07-03,24500,24400,24550,24150,1187457
2023-06-30,24350,24150,24450,23850,1230074
2023-06-29,24100,24100,24400,23700,1607074
2023-06-28,24200,24100,24550,24050,2114330
2023-06-27,23750,23550,23800,23300,845519
2023-06-26,23650,23400,23750,23000,791237
2023-06-23,23650,23550,23850,23250,1160273
2023-06-22,23300,23650,23700,23250,844374
2023-06-21,23650,24250,24250,23550,1566316
2023-06-20,24300,24400,24600,24250,1261379
2023-06-19,24400,24400,24650,24150,2171860
2023-06-16,24250,23600,24350,23550,4389820
2023-06-15,23150,23400,23500,23100,1000489
2023-06-14,23350,23500,23550,23200,1372050
2023-06-13,23400,22750,23450,22700,2710146
2023-06-12,22600,22550,22600,22400,648998
2023-06-09,22500,22400,22550,22200,828957
2023-06-08,22300,22400,22450,22150,844111
2023-06-07,22500,22050,22650,22050,1375462
2023-06-05,22050,21850,22100,21800,648883
2023-06-02,21750,21850,21900,21700,798647
2023-06-01,21800,22150,22200,21800,712081
2023-05-31,22100,22100,22300,22050,989874
2023-05-30,22100,21900,22150,21900,751222
2023-05-26,21900,22000,22050,21900,732933
2023-05-25,22050,22250,22300,22050,1103892
2023-05-24,22350,22450,22550,22300,583473
2023-05-23,22550,22600,22800,22500,628497
2023-05-22,22600,22350,22700,22300,854220
2023-05-19,22350,22200,22400,22100,862710
2023-05-18,22300,22600,22600,22200,861638
2023-05-17,22500,22400,22600,22400,470950
2023-05-16,22500,22600,22800,22450,578620
2023-05-15,22600,22650,22650,22400,659226
2023-05-12,22700,22800,22850,22650,465149
2023-05-11,22800,22700,22950,22650,784137
2023-05-10,22650,22750,22850,22600,626567
2023-05-09,22700,22900,22950,22700,632883
2023-05-08,22850,22850,22950,22750,636230
2023-05-04,22850,23000,23000,22550,662971
2023-05-03,22950,22950,23150,22900,408202
2023-05-02,23100,22850,23100,22800,686398
2023-04-28,22850,22650,22850,22450,818438
2023-04-27,22650,22650,22800,22350,893459
2023-04-26,22650,22950,22950,22600,615070
2023-04-25,22700,22800,23000,22700,866428
2023-04-24,22950,23250,23250,22900,850547
2023-04-21,23250,23450,23500,23000,875469
2023-04-20,23550,23550,23950,23300,1711027
2023-04-19,23450,23200,23550,23100,1528205
2023-04-18,23200,23250,23300,22950,1180600
2023-04-17,23350,23100,23350,22900,1133175
2023-04-14,23150,23250,23300,23050,1075174
2023-04-13,23250,22900,23250,22900,955209
2023-04-12,23100,23100,23200,22900,929724
2023-04-11,23050,22850,23150,22700,1007981
2023-04-10,22700,22750,22900,22600,822547
2023-04-07,22750,22750,22950,22650,761073
2023-04-06,22800,22950,23000,22700,799121
2023-04-05,23000,23150,23300,23000,827598
2023-04-04,23150,23100,23350,23100,753418
2023-04-03,23150,23150,23350,23100,871385
2023-03-31,23200,23500,23500,23200,1042796
2023-03-30,23400,23250,23500,23000,1242006
2023-03-29,23000,22700,23200,22700,1303486
2023-03-28,22700,22600,22800,22550,613513
2023-03-27,22550,22750,22750,22400,634094
2023-03-24,22800,22650,22800,22450,785323
2023-03-23,22750,22600,22900,22500,722389
2023-03-22,22700,22950,22950,22650,569458
2023-03-21,22700,22850,22950,22650,516665
2023-03-20,22750,22500,23000,22500,594698
2023-03-17,22700,22550,22900,22350,1003611
2023-03-16,22350,21900,22400,21650,957044
2023-03-15,22150,22500,22700,22100,979609
2023-03-14,22250,22900,23100,22250,1608222
2023-03-13,23150,23000,23250,22800,1054255
2023-03-10,23100,23300,23350,23000,953928
2023-03-09,23550,23850,23900,23450,1537126
2023-03-08,23800,23400,23850,23200,1870525
2023-03-07,23450,23700,23700,23450,1284782
2023-03-06,23700,23650,23700,23450,1139727
2023-03-03,23400,23550,23650,23250,953001
2023-03-02,23500,23100,23750,23050,1898277
2023-02-28,22750,23100,23300,22750,1247981
2023-02-27,23050,22950,23100,22600,818558
2023-02-24,23050,23100,23350,23050,839865
2023-02-23,23050,23000,23350,23000,1153617
2023-02-22,23000,23200,23400,23000,1195501
2023-02-21,23500,23650,23700,23400,752353
2023-02-20,23450,23600,23600,23250,641010
2023-02-17,23650,23250,23700,23200,948656
2023-02-16,23400,23200,23600,23200,1055557
2023-02-15,23100,23350,23500,23050,1140415
2023-02-14,23300,23550,23650,23300,1248656
2023-02-13,23450,23450,23500,23100,1081725
2023-02-10,23400,23500,23950,23300,1590573
2023-02-09,23650,23600,23850,23450,1333688
2023-02-08,23650,23500,23800,23450,1007918
2023-02-07,23450,23650,23700,23400,1374211
2023-02-06,23750,23800,24000,23500,1057414
2023-02-03,23850,24050,24100,23700,1370299
2023-02-02,24000,24650,24700,24000,2451833
2023-02-01,24350,24300,24650,24100,1383183
2023-01-31,24250,24250,24600,24250,1390336
2023-01-30,24300,24850,24950,24300,1293141
2023-01-27,24800,24400,24900,24300,1596160
2023-01-26,24350,24400,24450,24200,773062
2023-01-25,24300,24650,24700,24200,1044354
2023-01-20,24500,24600,24650,24200,1382814
2023-01-19,24700,24650,24900,24500,996493
2023-01-18,24750,24500,24900,24450,1315014
2023-01-17,24450,24450,24550,24150,957519
2023-01-16,24400,24400,24500,24050,884540
2023-01-13,24400,24000,24650,24000,2012064
2023-01-12,23600,23950,23950,23600,967413
2023-01-11,23700,23700,23950,23550,859928
2023-01-10,23700,23850,24100,23550,1011348
2023-01-09,23850,23500,24000,23450,1183655
2023-01-06,23150,23000,23500,22950,1029974
2023-01-05,23250,23200,23500,22900,1376605
2023-01-04,23050,22450,23150,22350,1251489
2023-01-03,22600,22700,22850,22250,916239
2023-01-02,22700,22950,23150,22500,1083432
2022-12-29,22950,24100,24150,22850,2038736
2022-12-28,24300,24050,24400,23850,1199728
2022-12-27,24200,24550,24650,24050,1557794
2022-12-26,24300,24450,24750,24200,821469
2022-12-23,24400,24600,24850,24400,801714
2022-12-22,24900,24650,25000,24650,980130
2022-12-21,24550,24650,24700,24350,707328
2022-12-20,24450,24400,24900,24300,880920
2022-12-19,24600,24700,24950,24450,739463
2022-12-16,24700,24500,24750,24200,1245099
2022-12-15,24850,25300,25500,24800,1143521
2022-12-14,25250,25500,25650,25150,1065370
2022-12-13,25550,25800,25900,25200,989962
2022-12-12,25600,25900,26050,25350,1097222
2022-12-09,26050,26100,26300,25800,1324300
2022-12-08,26000,26050,26050,25400,2160886
2022-12-07,26050,25000,26300,24950,2445614
2022-12-06,25150,25450,25750,25050,1174277
2022-12-05,25650,25150,26000,24900,1597359
2022-12-02,25000,25500,25500,25000,795301
2022-12-01,25500,25900,25900,25350,1138052
2022-11-30,25450,25150,25450,24900,1528847
2022-11-29,25200,24600,25750,24600,2211295
2022-11-28,24550,25000,25000,24550,681984
2022-11-25,25050,25150,25300,24900,510806
2022-11-24,25050,25500,25500,24800,770002
2022-11-23,25100,24500,25150,24250,1105110
2022-11-22,24300,25100,25100,24250,1449024
2022-11-21,25150,25400,25550,24950,741133
2022-11-18,25200,25350,25700,25100,829212
2022-11-17,25300,25500,26000,25300,791598
2022-11-16,25750,26200,26250,25600,1312864
2022-11-15,26150,25750,26200,25500,1156668
2022-11-14,25800,26500,26650,25700,1859458
2022-11-11,26500,25400,26600,25400,3788481
2022-11-10,24550,24500,24950,24450,1479600
2022-11-09,24700,24850,24900,24500,1327758
2022-11-08,24650,24400,24800,24100,1631440
2022-11-07,24100,24000,24300,23750,1441787
2022-11-04,23950,23600,24000,23350,3409108
2022-11-03,22800,22050,23100,22050,1297311
2022-11-02,22850,23250,23350,22750,1136195
2022-11-01,23450,23000,23550,22800,1044739
2022-10-31,23100,23550,23550,22400,1319897
2022-10-28,23150,22900,23500,22750,1349215
2022-10-27,22900,22250,22900,22200,1221462
2022-10-26,21950,21750,22100,21750,1017707
2022-10-25,21750,22250,22250,21500,1320507
2022-10-24,22000,22100,22450,21800,1493662
2022-10-21,21700,22950,22950,21550,2355433
2022-10-20,22750,22900,23450,22600,1425325
2022-10-19,23200,22750,23400,22650,2041230
2022-10-18,22550,21650,22650,21650,2167700
2022-10-17,21350,20800,21500,20400,935143
2022-10-14,21050,21150,21250,20700,1866185
2022-10-13,20700,22000,22000,20550,2604598
2022-10-12,22100,21450,22100,21200,1305719
2022-10-11,21400,22100,22150,21000,1536463
2022-10-07,22450,21800,22500,21750,1207624
2022-10-06,21950,21900,22200,21750,924850
2022-10-05,21900,22350,22350,21400,1653155
2022-10-04,21700,22250,22300,21550,1627706
2022-09-30,22100,21800,22350,21750,1179088
2022-09-29,22100,22550,22850,22000,1290024
2022-09-28,22300,22850,23100,21900,2017579
2022-09-27,23150,22600,23150,22100,2168423
2022-09-26,22650,23500,23700,22450,2367548
2022-09-23,24100,25550,25550,24050,2252706
2022-09-22,25550,25500,25850,25150,1232628
2022-09-21,25900,25750,26500,25750,1237199
2022-09-20,25850,25350,26150,25300,1288798
2022-09-19,25050,25800,25850,25000,1068843
2022-09-16,25900,25550,25950,25400,1057438
2022-09-15,25650,26000,26100,25600,875836
2022-09-14,26000,25650,26000,25500,1207675
2022-09-13,26400,25700,26450,25650,1551934
2022-09-08,25300,25750,25850,25200,968347
2022-09-07,25300,25400,25450,24800,1368855
2022-09-06,25600,25550,25750,25400,675537
2022-09-05,25550,26050,26100,25450,1001293
2022-09-02,26150,26400,26550,25950,969689
2022-09-01,26150,26700,27050,26150,1508726
2022-08-31,26850,25950,26850,25850,1993237
2022-08-30,26100,25600,26150,25550,913346
2022-08-29,25550,25500,25850,25500,1118202
2022-08-26,26350,26350,26550,26150,885631
2022-08-25,26200,26250,26450,25900,1014875
2022-08-24,25900,25400,26000,25200,1126873
2022-08-23,25300,25500,25700,25250,1162778
2022-08-22,25850,25850,25900,25600,762711
2022-08-19,26200,26500,26600,26150,761352
2022-08-18,26500,26700,26800,26400,1035050
2022-08-17,27000,26950,27050,26700,1815545
2022-08-16,26600,26450,27050,26250,2192305
2022-08-12,26200,26050,26200,25850,1241748
2022-08-11,25950,25900,25950,25750,935164
2022-08-10,25550,25850,25950,25450,893771
2022-08-09,25900,25850,26000,25650,1154188
2022-08-08,25650,25800,26300,25650,1570055
2022-08-05,25750,26700,26750,25600,3213921
2022-08-04,26400,25300,26650,25300,3926074
2022-08-03,25100,25000,25200,24650,839783
2022-08-02,25000,25250,25300,24850,833076
2022-08-01,25100,25350,25350,25050,633618
2022-07-29,25300,25150,25350,25050,995552
2022-07-28,24950,25300,25450,24950,665078
2022-07-27,25200,25000,25200,24800,587232
2022-07-26,25050,25100,25250,24900,463250
2022-07-25,25100,25000,25200,24850,422593
2022-07-22,24950,25350,25500,24950,717097
2022-07-21,25350,25300,25500,25150,630210
2022-07-20,25500,25650,25700,25400,1078023
2022-07-19,25200,24850,25300,24700,962430
2022-07-18,25200,24400,25350,24400,1354391
2022-07-15,24350,24850,24950,24300,988600
2022-07-14,24850,24550,25050,24300,1574427
2022-07-13,24750,24150,24850,24150,2621899
2022-07-12,23650,23800,24050,23300,2002666
2022-07-11,24150,25050,25100,24100,2521167
2022-07-08,25150,25800,25800,25150,1091128
2022-07-07,25650,26100,26150,25300,1206489
2022-07-06,25700,25800,26250,25550,1726890
2022-07-05,25450,25200,25700,25050,927576
2022-07-04,25100,25300,25550,24700,1056801
2022-07-01,25400,25450,25750,25100,1275267
2022-06-30,25200,25300,25600,25100,977737
2022-06-29,25400,24950,25600,24950,960419
2022-06-28,25400,25250,25550,25100,956215
2022-06-27,25250,25300,25450,24850,1083463
2022-06-24,25000,24650,25250,24500,1220696
2022-06-23,24650,24950,25350,24500,1971371
2022-06-22,24900,26150,26200,24850,1608258
2022-06-21,26050,25400,26150,25400,1365216
2022-06-20,25500,27100,27150,25450,2145840
2022-06-17,26800,25950,26900,25800,1565393
2022-06-16,26700,27400,27500,26650,1264087
2022-06-15,26900,27600,27700,26700,1635281
2022-06-14,27750,26200,27900,26200,2396434
2022-06-13,27000,27250,27400,26900,1942971
2022-06-10,27900,28250,28250,27800,1614981
2022-06-09,28500,28600,28600,28150,1445646
2022-06-08,28650,28850,28950,28500,1150363
2022-06-07,28850,29500,29500,28800,1203864
2022-06-03,29300,29250,29450,28950,1411747
2022-06-02,28950,29050,29100,28750,831434
2022-05-31,29050,29500,29500,29050,1757408
2022-05-30,29400,29600,29850,29300,1240867
2022-05-27,29450,28850,29500,28700,1854956
2022-05-26,28600,28550,28800,28450,953524
2022-05-25,28500,28550,28700,28400,988866
2022-05-24,28650,28850,29150,28550,1024749
2022-05-23,28750,28950,28950,28600,1001628
2022-05-20,28800,28900,29000,28750,852985
2022-05-19,28750,28750,29000,28700,1305884
2022-05-18,29450,29300,29500,29150,1326406
2022-05-17,28900,29000,29100,28800,678064
2022-05-16,28900,29300,29450,28900,968942
2022-05-13,29150,28450,29150,28450,994000
2022-05-12,28450,29100,29200,28450,1803801
2022-05-11,29400,29450,29550,29200,763049
2022-05-10,29350,29000,29550,28550,1729641
2022-05-09,29600,30500,30550,29600,1703011
2022-05-06,30500,29950,30600,29900,2673261
2022-05-04,29850,30100,30150,29650,1283256
2022-05-03,30000,30000,30150,29900,857168
2022-05-02,29950,29900,30100,29700,1037874
2022-04-29,30150,30050,30150,29800,1148380
2022-04-28,29950,29900,30050,29600,968088
2022-04-27,29800,29400,29950,29300,1827191
2022-04-26,30300,30050,30450,29900,1589925
2022-04-25,29950,30700,30700,29900,2555284
2022-04-22,31300,31600,31850,31200,1606914
2022-04-21,31800,31600,31800,31150,1693652
2022-04-20,31450,31700,31800,31400,1558389
2022-04-19,31350,31300,31500,31000,1509847
2022-04-18,31300,31700,32100,31300,2046864
2022-04-15,31450,31250,31950,31150,1695611
2022-04-14,31550,31950,32150,31300,3142674
2022-04-13,31300,31200,31350,30750,1524278
2022-04-12,31150,30900,31450,30850,1845820
2022-04-11,31100,31700,31750,30900,1904653
2022-04-08,31650,31850,31900,30950,2214115
2022-04-07,31800,32200,32350,31550,2795269
2022-04-06,32200,31850,32550,31800,3162831
2022-04-05,32000,32000,32200,31550,2397595
2022-04-04,31950,31900,32400,31650,5382540
2022-04-01,31200,30450,31200,30250,6836054
2022-03-31,30200,30050,30300,29950,1423513
2022-03-30,30150,30100,30400,30050,2065532
2022-03-29,29900,30000,30250,29600,1691751
2022-03-28,29750,29650,30050,29550,1516938
2022-03-25,29750,30050,30100,29750,852293
2022-03-24,30000,29700,30050,29550,1025551
2022-03-23,29850,30250,30300,29800,1254093
2022-03-22,29950,29500,30100,29450,1160227
2022-03-21,29950,30650,30750,29700,2127220
2022-03-18,30450,30150,30500,29900,2029415
2022-03-17,30350,30700,30750,30100,2638575
2022-03-16,30350,29950,30750,29850,5020585
2022-03-15,29250,28650,29800,28450,2621485
2022-03-14,28700,28650,28700,28050,1400062
2022-03-11,28600,27950,28600,27800,1277165
2022-03-10,27900,28000,28400,27850,1966247
2022-03-08,27100,26750,27350,26600,1893504
2022-03-07,27550,28150,28150,27450,2403297
2022-03-04,28550,28900,28950,28500,1308589
2022-03-03,28800,28700,29000,28650,1278390
2022-03-02,28650,29000,29050,28550,1856974
2022-02-28,29300,28850,29350,28700,1296726
2022-02-25,28900,29100,29150,28500,1427821
2022-02-24,28700,29250,29500,28350,2381286
2022-02-23,29600,30000,30100,29350,1411921
2022-02-22,29750,29550,30050,29500,1823430
2022-02-21,30050,29550,30050,29350,1321667
2022-02-18,29900,29600,30200,29400,1421276
2022-02-17,30050,30100,30800,29400,3640106
2022-02-16,30000,29900,30100,29450,2080159
2022-02-15,28950,29900,30000,28800,1871024
2022-02-14,29900,29550,30150,29500,2339605
2022-02-11,30150,30000,30550,29800,1956133
2022-02-10,30250,30350,30500,29900,2000386
2022-02-09,30250,30300,30450,29950,2107305
2022-02-08,29850,30150,30500,29400,2814350
2022-02-07,29800,29550,30050,29150,3528865
2022-02-04,29600,28450,29900,28300,3017992
2022-02-03,28650,28600,29150,28450,1847553
2022-01-28,28300,27100,28400,26800,2512024
2022-01-27,26650,27200,27300,26600,1416472
2022-01-26,27200,26250,27500,26250,1401695
2022-01-25,26250,27000,27050,26100,1587356
2022-01-24,26900,27300,27700,26850,1356898
2022-01-21,27700,27700,27850,27350,1017420
2022-01-20,27900,27500,27950,27400,640616
2022-01-19,27550,27750,28150,27550,1121109
2022-01-18,28050,28350,28450,27850,1032292
2022-01-17,28250,28550,28850,28050,1457206
2022-01-14,28900,29050,29200,28700,1429793
2022-01-13,28800,28500,29300,28450,2027743
2022-01-12,28500,28250,28700,28250,1486380
2022-01-11,28100,27950,28500,27900,1179548
2022-01-10,28100,28600,28700,27900,1469121
2022-01-07,28600,28450,28750,28250,1255167
2022-01-06,28450,28700,28900,28450,1261156
2022-01-05,28900,29100,29200,28700,1692157
2022-01-04,29100,29650,29650,28950,1110605
2022-01-03,29500,29500,29650,29100,959973
2021-12-30,29350,29950,30000,29300,1250059
2021-12-29,29950,29450,30000,29300,2848477
2021-12-28,29000,28850,29050,28750,1115486
2021-12-27,28800,28950,29200,28750,1089939
2021-12-24,29200,29450,29450,29150,722944
2021-12-23,29200,29500,29500,29100,906190
2021-12-22,29200,29300,29600,29100,1132016
2021-12-21,28900,29100,29100,28600,885802
2021-12-20,28700,29050,29050,28650,800452
2021-12-17,29200,28800,29350,28700,1143242
2021-12-16,29000,29200,29200,28750,831523
2021-12-15,29100,28900,29300,28850,813436
2021-12-14,29000,28900,29150,28500,1218529
2021-12-13,29300,29500,29600,28950,1470192
2021-12-10,29400,29350,29600,29250,751784
2021-12-09,29650,29350,29750,29150,1989060
2021-12-08,29100,29850,29850,29000,1742006
2021-12-07,29450,29700,29900,29150,1931663
2021-12-06,29150,28450,29150,28150,1934608
2021-12-03,28500,28800,29000,28150,2224132
2021-12-02,27800,26800,28000,26600,2084181
2021-12-01,27400,26550,27400,26500,1675317
2021-11-30,26500,26700,27500,26200,2807332
2021-11-29,26550,25500,27100,25450,4325545
2021-11-26,27200,28000,28050,27100,2969702
2021-11-25,28150,28650,28650,28050,1864921
2021-11-24,28650,29100,29200,28600,1656991
2021-11-23,29050,29150,29550,29050,1290481
2021-11-22,29350,29450,29450,29050,1720656
2021-11-19,29650,29250,29650,29200,1209570
2021-11-18,29400,29850,29900,29300,1899679
2021-11-17,29850,30450,30450,29850,2419449
2021-11-16,30450,30550,31000,30450,1774387
2021-11-15,30400,31050,31200,30300,2801729
2021-11-12,30550,30650,30800,30500,1482218
2021-11-11,30550,30100,31050,30000,2424645
2021-11-10,30450,30650,30700,30200,1292035
2021-11-09,30850,31150,31150,30600,1474811
2021-11-08,31150,30950,31250,30700,3084762
2021-11-05,30100,30450,30450,29900,1417837
2021-11-04,30300,30500,30700,30250,1255711
2021-11-03,30200,30800,30850,30150,1814249
2021-11-02,30800,30750,31150,30600,1568722
2021-11-01,30450,30550,30800,30450,1054162
2021-10-29,30450,30950,31050,30450,1568022
2021-10-28,30800,30800,31200,30600,1905201
2021-10-27,30800,31050,31100,30700,1741420
2021-10-26,31350,31800,31850,31250,1772926
2021-10-25,31400,30700,31700,30450,3568020
2021-10-22,30450,30450,30700,30250,1142406
2021-10-21,30400,30600,30700,30300,1540182
2021-10-20,30550,30900,31000,30300,2365364
2021-10-19,30750,31100,31300,30600,2078171
2021-10-18,30950,31200,31250,30800,1594113
2021-10-15,31150,31150,31500,31000,2442381
2021-10-14,30800,31050,31050,30150,4037040
2021-10-13,31150,31150,31500,30900,2196188
2021-10-12,31350,31300,31850,31100,2053486
2021-10-08,31300,31900,31900,31000,2511433
2021-10-07,31850,31800,31950,31150,2702269
2021-10-06,31500,33800,33800,31050,7543647
2021-10-05,33500,34250,34550,33350,4685838
2021-10-01,33650,33350,33900,33000,2833865
2021-09-30,33700,33400,34100,33200,2561605
2021-09-29,33500,32850,33650,32800,3540550
2021-09-28,33700,34250,34250,33300,3138657
2021-09-27,34250,34200,34950,33850,3901857
2021-09-24,34250,34450,34500,33850,3886703
2021-09-23,34200,33250,34350,32700,8148972
2021-09-17,32950,32800,33300,32200,5139632
2021-09-16,32100,32850,32900,31950,2090753
2021-09-15,32550,32200,32550,31800,2788866
2021-09-14,32450,31600,32650,31550,6655900
2021-09-13,31200,31050,31600,30650,2217258
2021-09-10,31300,30600,31600,30550,4084794
2021-09-09,30200,30750,30800,30000,2140402
2021-09-08,30700,30600,31250,30600,1514946
2021-09-07,30850,31200,31250,30600,1210005
2021-09-06,31200,31300,31350,31000,1087906
2021-09-03,31200,30900,31500,30800,1718316
2021-09-02,30800,31100,31250,30650,1348157
2021-09-01,31100,31100,31650,30850,1925268
2021-08-31,31300,30800,31300,30500,3513265
2021-08-30,31100,30700,31300,30600,3927602
2021-08-27,30250,29950,30600,29700,1727180
2021-08-26,30350,30250,30500,30000,1681769
2021-08-25,30300,30100,30650,29900,2814793
2021-08-24,29800,29450,29950,29000,2929756
2021-08-23,28700,27600,29000,27550,1899431
2021-08-20,27600,28400,28650,27300,2550946
2021-08-19,28400,28900,29100,28400,1758907
2021-08-18,29200,28700,29400,28500,1473161
2021-08-17,28700,29900,29950,28700,3141240
2021-08-13,29800,30000,30150,29450,2090932
2021-08-12,29900,30050,30450,29900,1818206
2021-08-11,30100,30150,30300,29850,1372931
2021-08-10,30000,30150,30350,29900,1638296
2021-08-09,30200,30450,30700,30150,1384930
2021-08-06,30600,31050,31150,30400,1772518
2021-08-05,30650,31100,31100,30550,1923011
2021-08-04,31200,29750,31300,29750,4561687
2021-08-03,29700,29600,29750,29400,1255218
2021-08-02,29600,29900,29950,29400,1350184
2021-07-30,29900,30100,30150,29900,1332561
2021-07-29,30150,30250,30450,30050,764383
2021-07-28,30150,30250,30400,29950,1241849
2021-07-27,30400,30050,30900,30050,1537720
2021-07-26,29950,30150,30200,29900,1235451
2021-07-23,30300,30350,30500,30000,1179705
2021-07-22,30400,30450,30600,30250,1085743
2021-07-21,30150,30600,30950,30050,1851507
2021-07-20,30000,29700,30200,29600,1796591
2021-07-19,30350,30700,30800,30200,1203930
2021-07-16,30900,30900,31000,30450,1255195
2021-07-15,30800,30700,30850,30400,1005799
2021-07-14,30550,30700,30700,30400,1022942
2021-07-13,30950,30750,31200,30600,1555649
2021-07-12,30500,30350,30950,30100,1768542
2021-07-09,30300,30350,30500,29800,4359553
2021-07-08,31000,31300,31900,31000,2535059
2021-07-07,31500,31800,31800,31300,1885914
2021-07-06,32250,32050,32650,32000,1955885
2021-07-05,31850,31600,32250,31250,2594913
2021-07-02,31350,31300,31600,31300,1022673
2021-07-01,31250,31800,32150,31200,1641174
2025-07-30,24000,23850,24200,23800,1149138
2025-07-29,23850,23950,24000,23600,1260199
2025-07-28,24050,24450,24700,23850,1497540
2025-07-25,24350,24550,24650,24200,1003136
2025-07-24,24600,25450,25450,24550,1763948
2025-07-23,25250,25400,25700,24850,1343344
2025-07-22,25100,25400,25600,24800,1626748
2025-07-21,25400,25800,25900,25300,1765303
2025-07-18,25950,26300,26400,25500,1478874
2025-07-17,26200,25950,26300,25550,2024853
2025-07-16,25800,26500,26550,25800,1773996
2025-07-15,26200,26050,26500,25700,2873619
2025-07-14,26250,24650,26750,24600,7255368
2025-07-11,24850,25300,25350,24650,2990016
2025-07-10,24450,23900,24800,23800,3094954
2025-07-09,23850,23950,24000,23650,1437164
2025-07-08,23800,23450,24000,23350,1704326
2025-07-07,23600,23400,23800,23350,895143
2025-07-04,23550,24100,24150,23500,1592343
2025-07-03,24000,23400,24050,23250,2338173
2025-07-02,23400,22900,23750,22900,2349337
2025-07-01,22900,22900,23150,22850,1323762
2025-06-30,22900,23050,23100,22650,2077008
2025-06-27,23300,24150,24200,23150,1947735
2025-06-26,24000,23950,24250,23600,2867046
2025-06-25,23900,24400,24450,23400,4765714
2025-06-24,23450,22450,23500,22450,6065233
2025-06-23,21500,21650,21900,21400,1985939
2025-06-20,21550,21550,21600,21300,1798764
2025-06-19,21400,21550,21700,21350,1448880
2025-06-18,21350,21200,21600,21100,1392847
2025-06-17,21500,21600,21800,21400,1135189
2025-06-16,21350,21300,21450,21050,1455552
2025-06-13,21450,22400,22400,21250,3035209
2025-06-12,22300,22700,22750,22250,2637100
2025-06-11,22850,23050,23050,22750,1309602
2025-06-10,22950,23100,23100,22850,1107139
2025-06-09,22900,22900,23275,22850,1333354
2025-06-05,22800,23150,23500,22800,1560863
2025-06-04,22800,22650,22950,22600,1125126
2025-06-02,22650,22500,22800,22400,671567
2025-05-30,22500,22900,23000,22500,1815349
2025-05-29,22900,22900,23000,22650,1302732
2025-05-28,22700,22550,22800,22450,1132861
2025-05-27,22550,22550,22700,22400,575847
2025-05-26,22800,22900,22900,22400,813114
2025-05-23,22600,22500,22800,22250,753472
2025-05-22,22450,22550,22950,22400,1839489
2025-05-21,21900,22050,22200,21850,586709
2025-05-20,22100,22550,22550,22000,814830
2025-05-19,22300,22150,22450,21950,561968
2025-05-16,22350,22750,22750,22300,888030
2025-05-15,22650,22900,23100,22400,1114502
2025-05-14,22800,22700,23000,22600,1636013
2025-05-13,22450,22900,23000,22350,1101506
2025-05-12,22600,22500,22750,22250,1168938
2025-05-09,22050,22550,22600,22000,1215110
2025-05-08,22550,22650,22800,22500,1642755
2025-05-07,22650,22050,22950,22000,5127876
2025-05-02,21000,20950,21100,20800,700870
2025-04-30,20950,20850,21250,20750,1146263
2025-04-29,20850,20850,20950,20750,545429
2025-04-28,20750,20900,20950,20700,389757
2025-04-25,20800,20900,20900,20650,676689
2025-04-24,20750,21000,21150,20650,675794
2025-04-23,20850,20500,20850,20350,928709
2025-04-22,20200,20400,20450,20200,886900
2025-04-21,20450,20550,20650,20350,356491
2025-04-18,20550,20400,20550,20200,571132
2025-04-17,20250,20300,20450,20200,713893
2025-04-16,20150,20600,20650,20050,1584239
2025-04-15,20700,21000,21050,20550,1901299
2025-04-14,21000,21200,21250,20850,826816
2025-04-11,21000,20850,21000,20550,834468
2025-04-10,21400,20950,21400,20450,1598163
2025-04-09,20150,20150,20400,19990,862644
2025-04-08,20450,20950,21000,20450,835356
2025-04-07,20650,20900,21150,20550,1094397
2025-04-04,21550,20600,21550,20550,983943
2025-04-03,21050,21100,21250,20800,1186532
2025-04-02,21600,21450,21750,21250,876604
2025-04-01,21500,21300,21650,21300,749762
2025-03-31,21300,21600,21700,21150,1165162
2025-03-28,21950,22150,22200,21750,718571
2025-03-27,22200,22100,22250,22000,610719
